ZDB-GENE-980526-340	ENSDARG00000017821
4750	FBgn0002579
57338	FBgn0031016
4158	FBgn0030817
6340	FBgn0040384
10195	FBgn0030590
1962	FBgn0029729
57582	FBgn0010222
501	FBgn0029524
9987	FBgn0014026
4645	FBgn0085387
701	FBgn0040373
2146	FBgn0027107
9209	FBgn0085446
55526	ENSDARG00000055445
64374	FBgn0016977
4173	FBgn0002914
5932	FBgn0004656
7078	FBgn0029771
959	FBgn0040362
3547	FBgn0262740
1340	FBgn0040397
4689	FBgn0031006
84818	FBgn0027296
3892	FBgn0030540
3858	FBgn0031191
7555	FBgn0030330
4810	FBgn0023549
51574	FBgn0039531
8742	FBgn0003028
64699	FBgn0051636
1308	FBgn0029656
3290	FBgn0261548
56916	ENSLACG00000016788
23209	ENSCING00000023209
3730	FBgn0040389
51117	FBgn0259680
126129	FBgn0025820
4709	FBgn0005427
1585	FBgn0029873
7054	FBgn0040352
4056	FBgn0266019
6697	FBgn0000479
2780	FBgn0030367
5119	FBgn0030183
128178	ENSCING00000014054
6303	FBgn0263038
3910	FBgn0030692
2516	FBgn0030077
63982	FBgn0263982
10216	FBgn0032338
24140	FBgn0032721
492	FBgn0025633
23394	FBgn0013809
7042	FBgn0004655
27241	FBgn0030049
844	FBgn0023536
2741	FBgn0052683
538	FBgn0029568
54716	ENSLACG00000001731
65055	FBgn0028540
10560	FBgn0263773
50514	FBgn0038388
7036	FBgn0023515
286	FBgn0000482
7038	FBgn0023507
2517	FBgn0030078
51196	FBgn0039130
2132	FBgn0029912
55033	ENSLOCG00000002064
526	FBgn0040397
56997	FBgn0025631
3972	FBgn0027601
2266	FBgn0024980
54084	ENSDARG00000037191
871	FBgn0040345
1832	FBgn0011832
6399	FBgn0259170
7173	FBgn0260400
6235	FBgn0033486
81494	FBgn0037675
84153	FBgn0038914
5251	FBgn0030847
1296	FBgn0030038
57187	ENSLACG00000006845
1186	FBgn0029522
51651	ENSLACG00000004391
3064	FBgn0023526
6657	FBgn0266570
51004	FBgn0038926
2583	FBgn0000117
9780	FBgn0040373
26504	FBgn0265045
23175	FBgn0023175
84984	FBgn0039395
5111	FBgn0000233
126410	ENSDARG00000038869
545	FBgn0000108
8328	FBgn0027601
88	FBgn0040372
84522	FBgn0039126
8818	FBgn0029864
2898	FBgn0000179
6135	FBgn0030320
3479	FBgn0030268
4214	FBgn0030671
6017	FBgn0031869
1144	FBgn0004648
8291	FBgn0030507
939	FBgn0025378
84466	FBgn0039112
4313	FBgn0266000
3198	FBgn0261803
3848	FBgn0003139
4318	FBgn0030433
374462	ENSG00000139304
4790	FBgn0025378
65250	FBgn0000636
1767	FBgn0000330
22999	ENSCING00000008221
270	FBgn0001189
83959	FBgn0038826
4791	FBgn0026086
9200	FBgn0029649
2274	FBgn0000479
1646	FBgn0027108
1303	FBgn0040344
116519	ENSDARG00000023104
57128	ENSDARG00000044511
493856	ENSGALG00000016797
9244	FBgn0030230
79784	FBgn0032084
1954	FBgn0029722
649	FBgn0003371
85476	FBgn0259977
7879	FBgn0263220
56704	ENSLACG00000008686
8815	FBgn0030246
5236	FBgn0030544
2628	FBgn0040370
8379	FBgn0031098
7287	FBgn0030304
89891	ENSLOCG00000007345
50511	ENSLACG00000004032
79152	FBgn0031751
2294	FBgn0029840
1352	FBgn0029690
1674	FBgn0029950
6094	FBgn0032246
54361	ENSDARG00000056695
3767	FBgn0265523
8139	FBgn0026415
9563	FBgn0030625
6448	FBgn0030693
54714	ENSLACG00000003534
29110	FBgn0031228
1548	FBgn0261548
525	FBgn0029521
3039	FBgn0044047
64423	FBgn0031343
2006	FBgn0030234
2018	FBgn0027564
7456	FBgn0262735
29926	FBgn0032669
2617	FBgn0261793
6916	FBgn0021764
5426	FBgn0261461
7306	FBgn0001218
3048	FBgn0040370
5859	FBgn0026083
24148	FBgn0051792
6584	FBgn0033353
5664	FBgn0030092
9842	FBgn0029524
79648	FBgn0032029
2202	FBgn0024365
18	FBgn0040373
54205	ENSLACG00000017830
6786	FBgn0261930
1103	FBgn0029522
7439	FBgn0003996
774	FBgn0000826
60684	FBgn0261802
131377	ENSDARG00000006678
7139	FBgn0052695
60386	FBgn0260386
10436	FBgn0030641
5230	FBgn0030339
9841	FBgn0260753
8573	FBgn0040375
1621	FBgn0029898
23162	FBgn0051639
950	FBgn0026086
1140	FBgn0026873
5105	FBgn0030261
51371	FBgn0039312
7030	FBgn0000316
10021	FBgn0030522
7827	FBgn0021764
5744	FBgn0004034
84189	FBgn0039303
93589	FBgn0038197
8988	FBgn0031772
859	FBgn0025637
8738	FBgn0004050
3162	FBgn0029903
4088	FBgn0030684
3054	FBgn0040366
85300	FBgn0000319
25939	FBgn0052698
27229	FBgn0029672
79719	FBgn0263852
22854	FBgn0015521
2571	FBgn0030141
3483	FBgn0001624
9213	FBgn0029666
4967	FBgn0259228
5422	FBgn0264090
4597	FBgn0051663
4540	FBgn0030830
57511	FBgn0004647
3559	FBgn0029868
4643	FBgn0030969
55135	FBgn0046692
11151	FBgn0004649
37	FBgn0040373
9184	FBgn0023526
2997	FBgn0259228
732	FBgn0040373
10456	FBgn0033380
640	FBgn0025640
9871	FBgn0040345
79947	FBgn0032194
8694	FBgn0001624
84701	FBgn0039232
4519	FBgn0031057
64175	ENSLACG00000017084
199857	ENSLOCG00000006897
710	FBgn0005427
10300	FBgn0013433
2798	FBgn0030389
7780	FBgn0031227
2070	FBgn0029848
220136	ENSXMAG00000009166
5618	FBgn0028341
1644	FBgn0261284
1643	FBgn0261931
3758	FBgn0040397
9380	FBgn0031148
27247	FBgn0263220
10535	FBgn0033464
9394	FBgn0026086
23064	ENSCING00000023936
1690	FBgn0026086
1123	FBgn0029587
2895	FBgn0040370
8647	FBgn0264255
8635	FBgn0030715
5250	FBgn0029521
55151	FBgn0028993
54539	ENSDARG00000054539
779	FBgn0027795
57190	ENSDARG00000094132
8425	FBgn0027556
23533	FBgn0004419
21	FBgn0040372
6311	FBgn0263111
51520	FBgn0039470
5644	FBgn0025644
5625	FBgn0025625
699	FBgn0040382
79621	FBgn0032010
7140	FBgn0003656
2892	FBgn0029740
123872	FBgn0019660
29940	FBgn0029940
5184	FBgn0026083
5213	FBgn0004169
55699	ENSLACG00000011997
9096	FBgn0029524
284098	ENSG00000277161
54790	ENSDARG00000076962
4126	FBgn0004102
10758	FBgn0085431
10273	FBgn0028848
54344	ENSLACG00000006056
23474	FBgn0000286
9427	FBgn0004838
1121	FBgn0023531
4860	FBgn0264449
220296	ENSXMAG00000012230
10654	FBgn0030912
25914	FBgn0023531
10111	FBgn0032949
2566	FBgn0030384
5205	FBgn0030474
7852	FBgn0026872
5456	FBgn0040340
84342	FBgn0039034
498	FBgn0024989
2775	FBgn0030362
10717	FBgn0260634
727857	ENSG00000205899
284217	ENSG00000101680
5317	FBgn0029823
326	FBgn0040370
6687	FBgn0002579
275	FBgn0002561
11315	FBgn0034325
57817	FBgn0015772
593	FBgn0001341
8792	FBgn0029800
54585	ENSLACG00000017002
11128	FBgn0014133
6718	FBgn0040368
25794	FBgn0261477
1759	FBgn0024992
5130	FBgn0030321
8867	FBgn0029823
1634	FBgn0014465
339453	FBgn0033501
5314	FBgn0025637
23590	FBgn0024689
161742	ENSDARG00000105052
2035	FBgn0261610
775	FBgn0024987
112	FBgn0029522
7846	FBgn0024987
6452	FBgn0000319
10134	FBgn0029740
7172	FBgn0030832
23443	FBgn0003444
83893	FBgn0051184
79188	FBgn0031772
10616	FBgn0033555
56606	ENSLACG00000006703
6491	FBgn0032210
10342	FBgn0029851
7201	FBgn0030151
1356	FBgn0029694
11200	FBgn0267002
145258	ENSG00000198001
2743	FBgn0030330
340024	FBgn0034093
80816	FBgn0028884
1630	FBgn0029913
8676	FBgn0030174
54757	ENSDARG00000070000
6748	FBgn0003969
2702	FBgn0052758
3932	FBgn0030571
285848	FBgn0266363
5172	FBgn0030435
10939	FBgn0030451
55214	ENSLACG00000015301
11136	FBgn0001083
11311	FBgn0034180
10512	FBgn0033439
54919	FBgn0024804
246243	FBgn0262836
57514	ENSDARG00000052764
9414	FBgn0029914
3299	FBgn0040372
23417	FBgn0031081
5071	FBgn0003210
788	FBgn0004648
83737	FBgn0038692
5837	FBgn0014076
6873	FBgn0261444
331	FBgn0040344
22948	ENSCING00000009341
282809	ENSPPYG00000009018
5995	FBgn0031443
326625	ENSG00000139428
4552	FBgn0040366
3990	FBgn0029878
127833	ENSCING00000023749
6855	FBgn0002579
931	FBgn0003638
6305	FBgn0263050
2243	FBgn0040395
6523	FBgn0052529
79574	FBgn0032204
26022	FBgn0031977
388962	ENSG00000163170
35	FBgn0261446
1737	FBgn0030005
8086	FBgn0015519
64221	ENSLOCG00000002109
51807	FBgn0027654
91869	FBgn0261562
2328	FBgn0029878
2998	FBgn0029907
771	FBgn0015288
92211	ENSDARG00000019312
183	FBgn0040351
861	FBgn0025637
10699	FBgn0033650
125972	FBgn0087008
59345	FBgn0004102
1503	FBgn0015036
23261	ENSLACG00000017703
958	FBgn0026872
124512	FBgn0266926
2120	FBgn0029899
79734	FBgn0052986
79133	FBgn0041182
26146	FBgn0261461
10568	FBgn0023510
57094	ENSDARG00000039095
60681	FBgn0032974
149461	ENSGGOG00000006423
3551	FBgn0030329
10522	FBgn0266354
6330	FBgn0033028
3818	FBgn0025637
2911	FBgn0003371
6326	FBgn0024987
4487	FBgn0029663
22995	ENSLACG00000003147
4620	FBgn0030936
3420	FBgn0029851
894	FBgn0005427
200894	ENSDARG00000094717
55997	ENSLACG00000003866
6674	FBgn0003053
113235	FBgn0038269
23385	FBgn0024238
5956	FBgn0030613
9570	FBgn0031894
4715	FBgn0053513
51206	FBgn0039141
6297	FBgn0030261
25885	FBgn0022770
9517	FBgn0265726
79932	FBgn0011584
8929	FBgn0029740
5424	FBgn0001092
5145	FBgn0030354
1615	FBgn0040359
5261	FBgn0030608
79001	FBgn0000299
5157	FBgn0052654
10159	FBgn0033010
6234	FBgn0264738
2304	FBgn0029657
5741	FBgn0031990
9516	FBgn0030495
113612	FBgn0082966
57379	FBgn0264089
256764	ENSDARG00000062806
1471	FBgn0005427
4647	FBgn0004647
1175	FBgn0025630
113179	FBgn0036804
948	FBgn0026873
6716	FBgn0003371
1355	FBgn0029693
83706	FBgn0039027
4281	FBgn0000535
721	FBgn0040372
4990	FBgn0011571
64240	ENSLACG00000013021
285440	FBgn0027621
362	FBgn0261930
7025	FBgn0040368
6487	FBgn0011291
10559	FBgn0261509
7501	FBgn0030276
121340	ENSCING00000022260
103	FBgn0040373
217	FBgn0024983
8526	FBgn0030016
6314	FBgn0026238
8301	FBgn0261244
6468	FBgn0031774
22931	ENSCING00000012228
1475	FBgn0023528
4014	FBgn0023534
10661	FBgn0086519
11280	FBgn0000542
3158	FBgn0267350
6548	FBgn0033086
114798	ENSGGOG00000001260
2324	FBgn0029761
136647	FBgn0259234
1493	FBgn0052758
84665	FBgn0051051
7072	FBgn0029733
390594	ENSPANG00000016557
9935	FBgn0029935
2657	FBgn0261548
4068	FBgn0030159
5589	FBgn0030089
388753	ENSCJAG00000022637
51339	ENSLACG00000007987
132	FBgn0004648
121512	ENSDARG00000012718
5611	FBgn0263220
56603	ENSDARG00000055945
1723	FBgn0030049
50945	FBgn0038859
6647	FBgn0004656
282551	ENSPPYG00000006529
5255	FBgn0030595
30813	FBgn0003345
91662	FBgn0030040
128674	FBgn0034763
54938	ENSMGAG00000008552
5048	FBgn0040389
2752	FBgn0001624
3640	FBgn0027359
7280	FBgn0023216
5063	FBgn0015286
1719	FBgn0030519
64689	FBgn0015623
83861	FBgn0038738
2592	FBgn0029649
64446	FBgn0001125
4282	FBgn0030759
4747	FBgn0025633
80199	FBgn0262647
26873	FBgn0026873
3490	FBgn0001624
7809	FBgn0031248
84233	ENSCING00000013744
11178	FBgn0014024
9885	FBgn0029885
5328	FBgn0023531
9150	FBgn0031753
144165	FBgn0033504
123041	ENSDARG00000094782
100128927	ENSG00000179627
7450	FBgn0003360
27286	FBgn0031217
27010	ENSCING00000004195
84515	FBgn0003495
3060	FBgn0029594
631	FBgn0004648
284252	ENSG00000138867
440	FBgn0044047
4534	FBgn0031097
596	FBgn0004648
84839	FBgn0029663
7498	FBgn0027498
5566	FBgn0031434
2653	FBgn0023215
6910	FBgn0023516
1829	FBgn0030077
5023	FBgn0030056
158	FBgn0002579
352909	ENSLACG00000012857
1583	FBgn0015834
56159	ENSLOCG00000012934
29978	FBgn0259226
1080	FBgn0024361
6336	FBgn0003371
6843	FBgn0031288
3373	FBgn0044047
55065	ENSLACG00000001229
284086	ENSG00000160602
3508	FBgn0023508
1029	FBgn0026874
79827	FBgn0032123
7381	FBgn0052694
2639	FBgn0025391
2984	FBgn0029840
353	FBgn0023536
54	FBgn0005427
2162	FBgn0025631
22852	FBgn0031473
5332	FBgn0264255
8892	FBgn0004828
79783	FBgn0032084
387700	ENSG00000152779
7010	FBgn0040373
5146	FBgn0001083
2539	FBgn0025393
9179	FBgn0261548
3718	FBgn0026713
3075	FBgn0263216
9094	FBgn0005427
11019	FBgn0031652
7252	FBgn0020653
55129	FBgn0041004
2811	FBgn0030608
5165	FBgn0011837
3617	FBgn0030328
11133	FBgn0263111
30061	FBgn0030061
6690	FBgn0025637
5519	FBgn0026083
64321	ENSLACG00000022617
488	FBgn0023536
1013	FBgn0025634
163786	FBgn0039883
6455	FBgn0031566
340061	FBgn0034122
345	FBgn0002579
203547	ENSG00000160131
23636	FBgn0033132
347344	FBgn0267779
715	FBgn0053513
6640	FBgn0003380
10653	FBgn0052521
56683	ENSDARG00000056683
11234	FBgn0034247
5993	FBgn0031417
8675	FBgn0030174
6443	FBgn0030685
26281	FBgn0003867
3939	FBgn0030576
8431	FBgn0002590
27315	FBgn0031675
5081	FBgn0041629
23229	FBgn0004838
22953	FBgn0051773
8029	FBgn0029521
51021	FBgn0038943
2160	FBgn0261446
2796	FBgn0030386
79868	FBgn0032144
2235	FBgn0000667
130557	FBgn0027794
7039	FBgn0024984
221421	ENSLOCG00000002623
5078	FBgn0029761
9907	FBgn0029573
100288687	ENSG00000260596
79628	FBgn0032006
10117	FBgn0032956
549	FBgn0024365
5651	FBgn0003638
339983	FBgn0013773
9152	FBgn0023511
286676	FBgn0020306
2224	FBgn0023508
1032	FBgn0040383
2908	FBgn0003656
4868	FBgn0029723
7007	FBgn0029521
10528	FBgn0051678
5800	FBgn0025800
6678	FBgn0085443
27232	FBgn0052767
64805	FBgn0003502
6337	FBgn0003371
6756	FBgn0003638
7507	FBgn0265595
6845	FBgn0010453
51134	FBgn0039065
5788	FBgn0029785
91851	FBgn0261555
795	FBgn0027795
56945	ENSLACG00000007186
2182	FBgn0029722
1785	FBgn0014465
9940	FBgn0026086
514	FBgn0005427
9180	FBgn0029603
55800	ENSDARG00000017355
57216	FBgn0266570
55768	ENSLACG00000011196
1001	FBgn0010019
59067	FBgn0028425
23347	ENSCING00000023347
204	FBgn0040357
3482	FBgn0027359
126326	ENSDARG00000051754
7372	FBgn0263132
201294	ENSDARG00000038489
51095	FBgn0086253
2683	FBgn0040384
57176	ENSLACG00000014931
3418	FBgn0029834
2542	FBgn0030105
54551	ENSDARG00000037478
1788	FBgn0000360
79791	FBgn0032354
5740	FBgn0003575
6439	FBgn0010583
284403	ENSG00000049883
23509	FBgn0023509
7957	FBgn0029761
11231	FBgn0034242
221927	ENSXMAG00000005142
2523	FBgn0030085
23259	ENSCING00000006207
55775	ENSLACG00000011855
1741	FBgn0003371
27089	FBgn0024182
8942	FBgn0031721
201595	FBgn0025390
2771	FBgn0004397
78987	FBgn0031878
6531	FBgn0030341
27445	FBgn0013751
3735	FBgn0040344
81846	FBgn0020249
79934	FBgn0027600
345895	FBgn0029840
1316	FBgn0261444
2978	FBgn0040373
1824	FBgn0023215
9459	FBgn0259926
25977	FBgn0031188
2301	FBgn0263772
57654	FBgn0011361
1589	FBgn0000524
1956	FBgn0029724
6324	FBgn0003638
83700	FBgn0261113
4638	FBgn0003360
440138	ENSONIG00000012945
29893	FBgn0029893
65080	FBgn0038700
79042	FBgn0053113
93183	FBgn0262360
404672	ENSGGOG00000015435
3242	FBgn0025643
53	FBgn0023536
166785	FBgn0051992
4891	FBgn0029766
1758	FBgn0025615
79977	FBgn0032447
776	FBgn0052813
1654	FBgn0030329
2157	FBgn0029701
23639	FBgn0016032
2582	FBgn0019929
5032	FBgn0004648
6262	FBgn0040370
57505	FBgn0000181
9636	FBgn0029945
222546	ENSXMAG00000005129
26005	FBgn0031634
5925	FBgn0052767
28956	FBgn0028956
1917	FBgn0019929
54658	ENSLACG00000006283
1476	FBgn0027296
80347	FBgn0000114
2065	FBgn0004648
5350	FBgn0027528
8322	FBgn0023531
116442	ENSCING00000023567
4481	FBgn0026375
726	FBgn0040373
178	FBgn0264449
5836	FBgn0026141
3514	FBgn0023514
5521	FBgn0026083
7700	FBgn0030478
114902	ENSDARG00000073913
2554	FBgn0025549
2334	FBgn0029814
5015	FBgn0015519
6204	FBgn0086657
2492	FBgn0028369
220074	ENSG00000184154
11235	FBgn0052654
80055	FBgn0032228
26525	FBgn0265256
5967	FBgn0004028
487	FBgn0029525
4160	FBgn0260748
3703	FBgn0264255
3856	FBgn0030648
1027	FBgn0015799
169792	FBgn0085452
724066	ENSAMXG00000011406
5406	FBgn0000259
3621	FBgn0030364
1414	FBgn0029728
3300	FBgn0030276
3851	FBgn0004169
6566	FBgn0001128
9419	FBgn0029752
6658	FBgn0040373
79840	FBgn0040070
2002	FBgn0030230
720	FBgn0013720
6866	FBgn0040340
9289	FBgn0040388
7592	FBgn0263216
9095	FBgn0024360
2254	FBgn0003048
8492	FBgn0014024
1629	FBgn0029912
22891	ENSCING00000025069
9562	FBgn0030617
388552	ENSG00000189114
554	FBgn0024985
10046	FBgn0030863
4646	FBgn0031217
7373	FBgn0263132
5257	FBgn0027601
25959	FBgn0259110
23321	ENSCING00000020918
54805	ENSLACG00000002621
1421	FBgn0030174
2693	FBgn0029711
1071	FBgn0004648
783	FBgn0040383
255928	ENSAMXG00000024836
10058	FBgn0005427
131669	ENSCING00000005659
288	FBgn0004648
8604	FBgn0004687
1906	FBgn0261791
6635	FBgn0029870
4117	FBgn0030055
4091	FBgn0031973
2819	FBgn0030412
91137	FBgn0004169
343035	FBgn0265933
5921	FBgn0029660
1650	FBgn0029930
10999	FBgn0264962
1453	FBgn0053513
90624	FBgn0004362
1417	FBgn0031294
224	FBgn0265139
9997	FBgn0025637
1244	FBgn0040334
8575	FBgn0040334
3891	FBgn0030539
7508	FBgn0004598
23092	FBgn0031717
6795	FBgn0023507
388662	ENSCJAG00000019659
25915	FBgn0023511
2916	FBgn0025628
93210	FBgn0051161
1733	FBgn0030001
4907	FBgn0029799
4624	FBgn0030930
4166	FBgn0261549
38	FBgn0040371
7480	FBgn0003969
6327	FBgn0031374
265	FBgn0265139
1859	FBgn0029504
3998	FBgn0044047
5224	FBgn0030512
269	FBgn0000482
170692	ENSG00000075391
3588	FBgn0004050
6476	FBgn0030716
84343	FBgn0039038
7138	FBgn0020378
8910	FBgn0259171
1415	FBgn0029729
6505	FBgn0028540
5444	FBgn0005427
4607	FBgn0030951
5649	FBgn0086675
51151	FBgn0051151
51733	FBgn0039704
5002	FBgn0031617
3340	FBgn0024983
1272	FBgn0040372
23389	FBgn0026058
56203	ENSLACG00000016136
5479	FBgn0261548
4340	FBgn0014340
286887	FBgn0053229
54704	ENSDARG00000041483
4902	FBgn0031500
23345	FBgn0261822
167691	ENSG00000135338
10599	FBgn0033539
146057	ENSGGOG00000006585
8115	FBgn0010269
4047	FBgn0044047
4838	FBgn0023522
735	FBgn0040370
4547	FBgn0026086
3673	FBgn0264255
7200	FBgn0020378
79092	FBgn0031690
9051	FBgn0041210
9368	FBgn0030071
10771	FBgn0033724
4157	FBgn0030816
2688	FBgn0023215
28960	FBgn0030412
23126	ENSLACG00000022431
3431	FBgn0021764
9381	FBgn0052512
10309	FBgn0032168
8787	FBgn0259101
9382	FBgn0085478
22861	FBgn0024947
5582	FBgn0030065
146183	ENSGGOG00000007042
6323	FBgn0003638
729238	FBgn0011640
3321	FBgn0263968
4595	FBgn0029720
84706	ENSCING00000023330
7979	FBgn0029800
9662	FBgn0029662
55605	ENSDARG00000026875
590	FBgn0040372
8878	FBgn0259101
1030	FBgn0260855
7222	FBgn0000117
5216	FBgn0030502
8021	FBgn0028360
246213	FBgn0265011
84062	FBgn0004118
51185	FBgn0039116
5309	FBgn0045073
4514	FBgn0022724
2548	FBgn0260789
55036	ENSLACG00000016574
551	FBgn0027343
60528	FBgn0020503
26610	FBgn0266101
5792	FBgn0003423
79738	FBgn0032072
5917	FBgn0025631
27184	FBgn0032251
11043	FBgn0031883
124093	FBgn0266030
1326	FBgn0029672
55690	ENSDARG00000077018
643418	ENSLOCG00000000705
6775	FBgn0000117
8452	FBgn0263258
7584	FBgn0261239
2	FBgn0040373
4329	FBgn0029693
8710	FBgn0005391
3753	FBgn0020378
841	FBgn0024989
6315	FBgn0262735
10059	FBgn0005672
1056	FBgn0024989
282996	ENSPPYG00000010713
2664	FBgn0003210
1050	FBgn0040351
9928	FBgn0029928
219736	ENSXMAG00000005508
6507	FBgn0250788
54977	FBgn0040020
80067	FBgn0032479
6821	FBgn0004406
23554	FBgn0032210
10367	FBgn0000146
57674	FBgn0011659
6253	FBgn0261930
344018	FBgn0015546
2934	FBgn0264503
3746	FBgn0030570
11281	FBgn0002576
51008	FBgn0038930
2692	FBgn0266570
3094	FBgn0028369
727	FBgn0002561
388389	ENSG00000167131
23171	FBgn0023171
5957	FBgn0263257
213	FBgn0029573
581	FBgn0005427
2876	FBgn0014024
1413	FBgn0029727
1020	FBgn0040383
10295	FBgn0010295
785	FBgn0029524
3778	FBgn0030484
4536	FBgn0031099
54795	ENSLACG00000012301
6041	FBgn0043841
7504	FBgn0004611
8148	FBgn0085437
3850	FBgn0029980
2591	FBgn0016038
8671	FBgn0263132
6208	FBgn0032879
84282	FBgn0038984
57534	FBgn0004892
4303	FBgn0052695
203	FBgn0020381
4634	FBgn0029137
5310	FBgn0030711
2161	FBgn0029705
258	FBgn0005427
65217	FBgn0260632
7092	FBgn0043796
25788	FBgn0034345
7153	FBgn0015600
3208	FBgn0028685
63924	ENSLOCG00000009335
84693	FBgn0040600
9364	FBgn0052532
83394	FBgn0020493
10008	FBgn0030634
6892	FBgn0005427
3860	FBgn0027287
4629	FBgn0030261
5358	FBgn0264542
4633	FBgn0030187
55130	FBgn0002566
4869	FBgn0030098
5669	FBgn0015774
2115	FBgn0029894
3560	FBgn0261444
54443	FBgn0259841
57010	ENSDARG00000025554
79651	FBgn0032032
255738	ENSAMXG00000014934
374393	ENSG00000117602
55851	ENSLACG00000005144
3953	FBgn0015777
27034	FBgn0261451
200576	ENSDARG00000043581
3460	FBgn0030163
339829	FBgn0030778
128338	ENSDARG00000078593
6731	FBgn0030342
6201	FBgn0262018
2995	FBgn0259149
6868	FBgn0040340
1066	FBgn0040358
1969	FBgn0029736
5321	FBgn0002579
185	FBgn0029539
2038	FBgn0020381
7026	FBgn0025394
8028	FBgn0029896
1892	FBgn0030331
10558	FBgn0033490
2556	FBgn0030121
53630	FBgn0053630
1537	FBgn0029834
644	FBgn0264449
23435	FBgn0020272
50615	FBgn0051418
3563	FBgn0001145
115948	ENSDARG00000043006
6770	FBgn0023515
28755	FBgn0039465
1834	FBgn0030082
5265	FBgn0052656
4070	FBgn0011742
345193	FBgn0039928
84173	FBgn0019957
51218	FBgn0266673
25	FBgn0040372
1412	FBgn0029726
63929	FBgn0263929
27329	FBgn0027329
79796	FBgn0004903
81624	FBgn0000003
56776	ENSLACG00000011484
953	FBgn0029531
3651	FBgn0002562
1559	FBgn0030486
4093	FBgn0031975
22909	FBgn0051776
4760	FBgn0027343
91624	FBgn0053647
80254	FBgn0032372
462	FBgn0040385
5568	FBgn0029959
116085	ENSDARG00000079353
2299	FBgn0263772
2099	FBgn0029877
197322	ENSG00000176715
4254	FBgn0030858
89781	FBgn0259214
1284	FBgn0040373
5122	FBgn0016038
3689	FBgn0030208
1141	FBgn0023516
5199	FBgn0030468
9187	FBgn0264598
64788	FBgn0035519
6440	FBgn0030662
10345	FBgn0085478
8284	FBgn0030028
79803	FBgn0032110
3800	FBgn0029821
55780	ENSLACG00000006280
60481	FBgn0001991
51473	FBgn0051473
51168	FBgn0039102
8506	FBgn0003139
84225	FBgn0038960
6229	FBgn0032901
10369	FBgn0259984
389421	ENSPANG00000024439
135935	ENSDARG00000099927
2308	FBgn0000635
149775	ENSGGOG00000014437
283	FBgn0025641
1675	FBgn0029951
11078	FBgn0004656
30009	FBgn0030009
4018	FBgn0030630
6789	FBgn0025628
10075	FBgn0259896
1540	FBgn0029837
23424	FBgn0003300
84823	FBgn0261451
5241	FBgn0030574
1543	FBgn0029840
1730	FBgn0030056
6006	FBgn0267033
79087	FBgn0003716
23396	FBgn0021765
5019	FBgn0021767
3949	FBgn0026086
30062	FBgn0263257
5723	FBgn0262730
11146	FBgn0085377
8542	FBgn0026086
6620	FBgn0002533
3745	FBgn0030449
4926	FBgn0029843
54809	ENSLOCG00000012290
26119	FBgn0035120
5106	FBgn0030262
136371	FBgn0086655
28962	FBgn0010315
8777	FBgn0000536
389207	ENSPANG00000023960
1428	FBgn0031428
729	FBgn0000108
1911	FBgn0030844
6011	FBgn0031664
808	FBgn0052758
23189	ENSDARG00000044356
6872	FBgn0026872
51308	ENSLACG00000000105
22917	FBgn0031546
6529	FBgn0053092
805	FBgn0024989
2584	FBgn0030156
80153	FBgn0028540
5880	FBgn0021765
3199	FBgn0029762
3284	FBgn0024361
10747	FBgn0010747
85478	FBgn0085478
3557	FBgn0250874
2165	FBgn0005427
25778	ENSCING00000014196
7431	FBgn0030744
7503	FBgn0030276
3181	FBgn0030061
8989	FBgn0031773
81545	FBgn0015571
1409	FBgn0029724
51314	FBgn0039252
8456	FBgn0005427
23586	FBgn0267330
51778	FBgn0260860
55172	ENSDARG00000055172
401	FBgn0023534
199713	ENSDARG00000076290
79755	FBgn0032075
595	FBgn0040362
3053	FBgn0020381
7681	FBgn0264855
23534	FBgn0023534
7552	FBgn0030328
80222	FBgn0032350
7369	FBgn0003374
369	FBgn0029524
11181	FBgn0020762
6906	FBgn0261548
717	FBgn0260400
7424	FBgn0052594
3921	FBgn0001105
83938	FBgn0039161
29071	FBgn0011754
57531	FBgn0004885
3350	FBgn0052813
8287	FBgn0030502
602	FBgn0040350
287	FBgn0024365
147138	ENSG00000147138
669	FBgn0000137
93	FBgn0005427
1427	FBgn0029740
494513	ENSGALG00000002924
161497	ENSDARG00000094833
7544	FBgn0005427
6530	FBgn0030343
169522	FBgn0038145
5092	FBgn0030242
3050	FBgn0040383
4168	FBgn0266375
56983	FBgn0040373
9524	FBgn0029524
7251	FBgn0020381
1642	FBgn0029925
5269	FBgn0052699
220	FBgn0024360
57082	ENSDARG00000105060
286077	FBgn0032729
1038	FBgn0024983
493753	ENSG00000183513
6890	FBgn0003517
716	FBgn0053513
254394	ENSAMXG00000000137
89780	FBgn0085414
6757	FBgn0030719
36	FBgn0005427
85301	FBgn0001215
4653	FBgn0053639
790955	ENSAPLG00000009922
8314	FBgn0263111
85320	FBgn0030737
2779	FBgn0027795
23676	FBgn0003071
140803	FBgn0036814
56246	ENSLACG00000013133
2214	FBgn0261548
3394	FBgn0025633
1557	FBgn0023458
925	FBgn0025393
152137	ENSLOCG00000014262
6524	FBgn0259241
81	FBgn0005427
2192	FBgn0040361
26258	FBgn0038257
65266	FBgn0051752
